Show_Id,Cast,Country,Date_Added,Description,Director,Duration,Listed_In,Rating,Release_Year,Title,Type
S6052,Kaycie Chase   David Gasman   Tom Morton   Lee Delong   Barbara Weber-Scaff,Null,2019-01-31,Stan and Olivia – the amazingly different Paprika twins – use their boundless enthusiasm to turn everyday life into an extraordinary adventure.,Null,1 Season,Kids.. TV,TV-Y,2018,Paprika,TV Show
S6053,Jasmine St. Clair   Allegra Clark   Rosamund Marks   Faye Mata   Kira Buckland   David Roach   Bradley Venable,Denmark,2019-02-01,Five best friends put their teamwork   wits and courage to the test when they take on a mission to protect Heartlake City from bad people.,Andrew Tan   Stephen Murray,1 Season,Kids.. TV,TV-Y,2018,Lego Friends: Girls on a Mission,TV Show
S6054,Mattea Conforti   Kobi Frumer,France,2018-03-28,Two quirky cats   Ollie and Moon   and their friend Stanley the snail travel the world   solving everyday problems and learning about different cultures.,Null,1 Season,Kids.. TV,TV-Y,2018,Ollie & Moon,TV Show
S6055,Nataliya Medvedeva   Polina Kutepova,Russia,2018-08-29,Bear buddies Bucky and Bjorn play games   go on far-out adventures and learn about wondrous new things together.,Null,1 Season,Kids.. TV,TV-Y,2018,Be-Be-Bears,TV Show
S6056,Null,Spain,2018-12-05,Spirited sister-brother duo Cleo and Cuquín try on different professions each day to help their other siblings solve problems and enjoy new adventures.,Fernando Moro,1 Season,Kids.. TV,TV-Y,2018,Cleo & Cuquin,TV Show
S6057,Jeon Hae-ri   Kim Eun-ah   Hong Bum-ki   Nam Do-hyeong   Um Sang-hyun,Null,2019-07-01,Titipo the train is out to prove that he..s got what it takes to help the folks of Train Village ride the rails safely and reliably.,Null,1 Season,Kids.. TV   Korean TV Shows,TV-Y,2018,Titipo Titipo,TV Show
S6058,Ciara Alexys   Katie Griffin   Cory Doran   Jonah Weinberg   Stephanie Lynn Robinson   Stephanie Anne Mills   Robert Tinkler,Canada   United States,2018-07-20,Luna Petunia returns to magical Amazia   adding memories to her scrapbook with old friends – and a new pal from the Animal Empire.,Null,2 Seasons,Kids.. TV,TV-Y,2018,Luna Petunia: Return to Amazia,TV Show
S6059,Kate McKinnon   Miles Koseleci-Vieira   Mikaela Blake   Gabby Clarke   Leke Maceda-Rustecki   Matthew Mintz   Lynsey Pham   Birva Pandya   Kaden Stephen   Lily Tomlin,United States,2018-04-13,Ms. Frizzle..s kid sister Fiona takes the wheel at Walkerville Elementary   leading the class on wild adventures packed with science-fueled fun.,Null,2 Seasons,Kids.. TV,TV-Y,2018,The Magic School Bus Rides Again,TV Show
S6060,John Tartaglia   Leslie Carrara-Rudolph   Raymond Carr   Aymee Garcia,United States,2018-08-13,Curious pals Splash   Bubbles   Dunk and Ripple have fun exploring new places   making new friends and learning all about their amazing ocean home.,Null,2 Seasons,Kids.. TV,TV-Y,2018,Splash and Bubbles,TV Show
S6061,Rhona Rees   Ingrid Nilson   Diana Kaarina   Travis Turner   Lili Beaudoin   Kyle Rideout   Vincent Tong   Alessandro Juliani   Ian Hanlin   Brittney Wilson   Bethany Brown   Tabitha St. Germain,United States,2019-02-01,In Paw-Tucket   pets of all types form friendships   pursue their passions and have a great time being themselves.,Null,2 Seasons,Kids.. TV,TV-Y,2018,Littlest Pet Shop: A World of Our Own,TV Show
S6062,Sam Vincent   Kira Tozer   Andrea Libman,United States,2019-07-01,These fun-loving creatures hatch from their shells and spread friendship   laughter and life lessons in the land of Hatchtopia.,Null,2 Seasons,Kids.. TV,TV-Y,2018,Hatchimals | Adventures in Hatchtopia,TV Show
S6063,Brody Allen   Jenna Davis   Ryan Bartley   Philece Sampler   Leigh Kelly   Abby Trott,South Korea   United States,2018-11-09,When their animal friends need help   brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.,Null,2 Seasons,Kids.. TV   TV Thrillers,TV-Y,2018,Treehouse Detectives,TV Show
S6064,Ashleigh Ball   Lili Beaudoin   Charles Demers   Rebecca Husain   Erin Mathews,Australia   Canada,2019-07-21,With songs made famous by the Beatles   five friendly bugs learn big lessons about the world around them – all from the safety of their own backyard.,Null,3 Seasons,Kids.. TV,TV-Y,2018,Beat Bugs,TV Show
S6065,Alina Kukushkina   Boris Kutnevich   Giselle Nieto   Elsie Fisher,Russia,2018-02-01,Lively little Masha lives near the forest   where she has many wonderful adventures with her best friend   a bear who used to be in the circus.,Null,3 Seasons,Kids.. TV,TV-Y,2018,Masha and the Bear,TV Show
S6066,America Young   Kirsten Day   Cassandra Morris   Cassidy Naber   Ritesh Rajan,United States,2019-02-14,Get to know Barbie and her BFFs – including next-door neighbor Ken – in this animated vlog of adventures filmed inside her family..s new dreamhouse.,Null,3 Seasons,Kids.. TV,TV-Y,2018,Barbie Dreamhouse Adventures,TV Show
S6067,Ashleigh Ball   Tabitha St. Germain   Tara Strong   Andrea Libman   Cathy Weseluck   Nicole Oliver,United States   Canada,2018-11-12,Journey to the enchanted land of Equestria   where unicorn Twilight Sparkle and her pals have adventures and learn valuable lessons about friendship.,Null,8 Seasons,Kids.. TV,TV-Y,2018,My Little Pony: Friendship Is Magic,TV Show
S6068,Michela Luci   Jamie Watson   Eric Peterson   Anna Claire Bartlam   Nicolas Aqui   Cory Doran   Julie Lemieux,Null,2019-07-12,True and her friends are dropping sweet   silly beats with freshly modern music videos set to the sounds of classic nursery rhyme songs.,Null,1 Season,Kids.. TV,TV-Y,2019,True Tunes,TV Show
S6069,America Young   Kirsten Day   Cassandra Morris   Cassidy Naber   Emma Galvin   Stephanie Sheh   Desirae Whitfield   Cristina Milizia   Lisa Fuson   Greg Chun   Ritesh Rajan   Eamon Brennan,Null,2019-11-01,As the Roberts family heads to Costa Rica to investigate a mermaid legend   Barbie takes on a summer job at a water park run by a devious boss.,Null,1 Season,Kids.. TV,TV-Y,2019,Barbie Dreamhouse Adventures: Go Team Roberts,TV Show
S6070,Lukas Engel   Zoey Siewert   Sam Vincent   Mayumi Yoshida,Null,2019-11-01,BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world   where they solve problems and save the day.,Null,1 Season,Kids.. TV,TV-Y,2019,Hello Ninja,TV Show
S6071,Jacob Soley   Saara Chaudry   Tyler Barish   Zoe Hatz   Julie Lemieux   Joseph Motiki   Shoshana Sperling   Adrianna Di Liello   Deann Degruijter   Stacey DePass,United States,2019-03-22,Charlie creates fun stories using different shapes   and he needs your help! Take off for adventures in outer space   the Wild West – and right at home.,Null,1 Season,Kids.. TV,TV-Y,2019,Charlie..s Colorforms City,TV Show
S6072,Erin Mathews   Kathleen Barr   Chiara Zanni   Rebecca Shoichet   Sabrina Pitre   Ingrid Nilson   Alessandro Juliani   Elyse Maloway   Vincent Tong,United States,2019-06-07,The adorably magical Monster Pets star in a series of short adventures that are big on fun – and full of surprises!,Null,1 Season,Kids.. TV,TV-Y,2019,Super Monsters Monster Pets,TV Show
S6073,Chloe Marsden   Aaron Marsden   María Esnoz,Null,2019-10-18,Twinkle   Mia   Jacus and the rest of the Nursery Rhyme Friends perform catchy tunes for the little ones.,Null,2 Seasons,British TV Shows   Kids.. TV,TV-Y,2019,Little Baby Bum: Nursery Rhyme Friends,TV Show
S6074,Null,Null,2019-10-25,This educational series for tiny tots features a toe-tapping spin on nursery rhymes with upbeat tunes and a diverse set of easy-to-follow lessons.,Null,2 Seasons,Kids.. TV,TV-Y,2019,ChuChu TV Kids Songs   Learning Videos & Bedtime Stories,TV Show
S6075,Null,Australia   United States,2019-06-28,Imaginative boy Ben transforms his city by bringing colorful street art to life   armed with a magic paintbrush – and the classic sounds of Motown.,Null,2 Seasons,Kids.. TV,TV-Y,2019,Motown Magic,TV Show
S6076,Abigail Oliver   Andrea Libman   Briana Buckmaster   Brian Dobson   Chance Hurstfield   Dominic Good   Emma Jayne Maas   Evan Byarushengo   Scotia Anderson   Alessandro Juliani,Canada   United Kingdom,2019-11-29,Lovable pug Chip starts kindergarten   makes new friends and tries new things – with a little help from Potato   her secret mouse pal.,Null,2 Seasons,Kids.. TV,TV-Y,2019,Chip and Potato,TV Show
S6077,Amber Frank   Bailey Gambertoglio   Sydney Park   Darcy Rose Byrnes   Gabriella Graves   Duncan Joiner   Nolan North,United States,2019-10-18,Find the fun and adventure of .....Spirit Riding Free..... in this mix of music videos and short episodes featuring Lucky and all of her friends!,Null,2 Seasons,Kids.. TV,TV-Y,2019,Spirit Riding Free: Pony Tales,TV Show
S6078,Jennifer Garner   Shayle Simons   Vania Gill   Islie Hirvonen   Brendon Sunderland   Austin Abell   Evans Johnson   Kathleen Barr   David Hoole,United States,2019-11-15,Beloved children..s book character Llama Llama springs to life in this heartwarming series about family   friendship and learning new things.,Null,2 Seasons,Kids.. TV,TV-Y,2019,Llama Llama,TV Show
S6079,Kira Buckland   Ryan Bartley   Bryce Papenbrook   Cassandra Morris   Lucien Dodge   Kyle Hebert,South Korea,2019-10-11,In a series of magical missions   quick-witted YooHoo and his can-do crew travel the globe to help animals in need.,Null,2 Seasons,Kids.. TV   Korean TV Shows,TV-Y,2019,YooHoo to the Rescue,TV Show
S6080,Null,Null,2019-08-30,An innocent toddler’s boundless curiosity – and extraordinary might – lead to mischief and adventure in his small Indian town.,Null,2 Seasons,Kids.. TV   TV Comedies,TV-Y,2019,Mighty Little Bheem,TV Show
S6081,Elyse Maloway   Vincent Tong   Erin Matthews   Andrea Libman   Alessandro Juliani   Nicole Anthony   Ian James Corlett   Britt McKillip   Kathleen Barr   Diana Kaarina,Null,2019-10-04,Preschool kids whose parents are the world..s most famous monsters try to master their special powers while preparing for kindergarten.,Null,3 Seasons,Kids.. TV,TV-Y,2019,Super Monsters,TV Show
S6082,Michela Luci   Jamie Watson   Anna Claire Bartlam   Dante Zee   Eric Peterson,Canada,2019-08-30,When something..s wrong in the Rainbow Kingdom   bighearted guardian True and her best friend   Bartleby   are there to grant wishes and save the day.,Null,3 Seasons,Kids.. TV,TV-Y,2019,True and the Rainbow Kingdom,TV Show
S6083,Judy Greer   Erin Fitzgerald   Fred Tatasciore   Jeff Gill   Gregg Spiridellis   Evan Spiridellis,United States,2019-08-02,Five curious little creatures track down the answers to kids.. biggest questions   like how night happens or why we need to brush our teeth.,Null,3 Seasons,Kids.. TV,TV-Y,2019,Ask the StoryBots,TV Show
S6084,Roman Karev,Russia,2020-01-16,The world is a mystery to little Booba. But he approaches the curiosities around him with wonder   finding adventure in his everyday surroundings.,Null,3 Seasons,Kids.. TV   TV Comedies,TV-Y,2019,Booba,TV Show
S6085,Alan C. Lim   Paul Killam   Maisie Benson   Kerry Gudjohnsen   Smith Foreman   Neena-Sinaii Simpo   Eli Morse   Adelaide Hirasaki   Jim Capobianco   Anna Chambers   Pfifer Chastain,United States,2020-01-04,Beep   beep – go   go! Buckle up for fun and adventure with adorable kid car Cory Carson as he explores the winding roads of Bumperton Hills.,Null,1 Season,Kids.. TV,TV-Y,2020,Go! Go! Cory Carson,TV Show
S6086,Junko Hori   Masako Sugaya   Yuko Mita   Kaneta Kimotsuki   Kenichi Ogata   Eiko Yamada   Yuzuru Fujimoto   Yuri Nashiwa   Runa Akiyama   Issei Futamata,Japan,2018-12-23,Elementary school student Kenichi Mitsuba..s household gains a surprising new member: Kanzo Hattori   a mischievous but helpful young ninja.,Null,1 Season,Anime Series   Kids.. TV,TV-Y7,1981,Ninja Hattori,TV Show
S6087,Captain Lou Albano   Danny Wells   Jeannie Elias   John Stocker   Harvey Atkin   Robert Bockstael   Cynthia Preston   Jonathan Potts   Colin Fox,United States   Canada,2016-05-22,Mixing live action and animation   this classic series brought the beloved Super Mario Bros. video game characters to television screens everywhere.,Null,1 Season,Kids.. TV,TV-Y7,1989,The Super Mario Bros. Super Show!,TV Show
S6088,R.L. Stine,Canada,2014-11-19,R.L. Stine..s tales take on a life of their own in a series that combines original stories with adaptations drawn from the popular books.,Null,5 Seasons,Kids.. TV   TV Thrillers,TV-Y7,1998,Goosebumps,TV Show
S6089,Suzanne Goldish   Dan Green   Jason Anthony Griffith   Rebecca Honig   Lisa Ortiz   Amy Palant   Mike Pollock   Jack Quevas,Japan,2019-12-01,While battling the evil Dr. Eggman   Sonic gets caught in an explosion that sends him   his pals and his enemy to the unfamiliar planet Earth. With the help of a young boy   Sonic sets out to find the powerful Chaos Emeralds and defeat Dr. Eggman.,Null,4 Seasons,Anime Series   Kids.. TV,TV-Y7,2004,Sonic X,TV Show
S6090,Frank Welker   Casey Kasem   Mindy Cohn   Grey DeLisle,United States,2019-12-15,Scooby-Doo and the gang enter the 21st century with this updated edition of the original series with more ghoulish mysteries to solve.,Null,3 Seasons,Kids.. TV   TV Comedies,TV-Y7,2005,What..s New Scooby-Doo?,TV Show
S6091,Dan Green   Eric Stuart   Amy Birnbaum   Darren Dunstan   Wayne Grayson   Tara Sands   Lisa Ortiz   Megan Hollingshead   Madeleine Blaustein   Sam Riegel   Ted Lewis   Gregory Abbey   Jimmy Zoppi,Japan,2018-03-31,The lives of young Yugi Moto and his friends Joey   Tristan   and Téa are forever changed when a fantasy card game becomes their reality.,Null,5 Seasons,Anime Series   Kids.. TV,TV-Y7,2005,Yu-Gi-Oh!,TV Show
S6092,Aki Kanada   Satoshi Hino   Emiri Kato   Kei Shindo   Robert Tinkler   Peter Cugno   Lisette St. Louis   Barbara Mamabolo,Japan,2017-12-15,In this anime adventure series for kids   the forces of good and evil .....blade it out  ..... battling each other with enchanted spinning tops.,Null,1 Season,Anime Series   Kids.. TV,TV-Y7,2009,Beyblade: Metal Fusion,TV Show
S6093,Emma Tate   Jimmy Hibbert   Sam Gold   David Holt   Joseph J. Terry,India   Germany   France,2019-05-11,This animated series follows young Mowgli and his animal mentors Bagheera and Baloo   who do their best to protect him from fierce tiger Shere Khan.,Null,1 Season,Kids.. TV,TV-Y7,2010,The Jungle Book,TV Show
S6094,Yuri Lowenthal   Drew Aaron   Karen Strassman   Marc Thompson   Rebecca Soler   Mike Pollock,United States   Italy,2018-01-01,A high school student searching for his missing father joins a secret group known as the Seekers   who ally with aliens to protect the world from evil.,Null,2 Seasons,Kids.. TV,TV-Y7,2011,Huntik: Secrets and Seekers,TV Show
S6095,Null,Japan,2018-12-23,Hailing from the mountains of Iga   Kanzo Hattori moves in with elementary school student Kenichi Mitsuba and his family to hone his skills as a ninja.,Null,2 Seasons,Anime Series   Kids.. TV,TV-Y7,2012,????????,TV Show
S6096,Vidit Kumar   Roopa Bhimani   Anubhav Saha   Brian Dcosta,Null,2018-03-31,Humanoid robot boy ViR lives with his inventor   Dr. Prem Sahay   and   with his best friends   is always ready to use his superpowers to save the day.,Null,2 Seasons,Kids.. TV,TV-Y7,2013,ViR: The Robot Boy,TV Show
S6097,James Arnold Taylor   Louis Chirillo   Maryke Hendrikse   Ashleigh Ball   Ian James Corlett   Brittney Wilson,United States   Canada,2015-06-01,Crafty 11-year-old Johnny Test and his genetically modified talking dog go on high-octane adventures to save his family (and the world) from disaster.,Null,6 Seasons,Kids.. TV,TV-Y7,2013,Johnny Test,TV Show
S6098,Andrew M. Gray   Ciara Hanna   John Mark Loudermilk   Christina Masterson   Azim Rizk   Geoff Dolan   Shailesh Prajapati   Ian Harcourt   Estevez Gillespie   Jason Hood,United States,2016-01-01,Armed with a key that allows them to morph into any team of Legendary Rangers from the past   the Super Megaforce Rangers fight ruthless Prince Vekar.,Null,1 Season,Kids.. TV,TV-Y7,2014,Power Rangers Super Megaforce,TV Show
S6099,Erin Mathews   Sam Vincent   Andrea Libman   Ashleigh Ball   Ian James Corlett   Brian Drummond   Lee Tockar   Matt Hill,United States   Japan   Canada,2017-06-20,Teenage Pac and his loyal crew face the ups and downs of adolescence while protecting Pac-World from a ghostly army led by the evil Betrayus.,Null,2 Seasons,Kids.. TV   TV Comedies,TV-Y7,2014,Pac-Man and the Ghostly Adventures,TV Show
S6100,Johnny Yong Bosch   J.W. Terry   Alicyn Packard   Melissa Hutchison   Pierre Holloway   Brent Pendergrass,United States,2016-04-01,Nate frees a mythical being trapped in a magic capsule   and the two new friends have adventures with all sorts of troublesome supernatural creatures.,Null,1 Season,Anime Series   Kids.. TV,TV-Y7,2015,Yo-Kai Watch,TV Show
S6101,Hyun-moo Jun   Solbi   Dong-hyuk Jang   Young-hoon Joo,South Korea,2017-05-19,Pop stars and impersonators face off to be the last one standing as the audience tries to determine the real singer by listening to their voices only.,Null,1 Season,International TV Shows   Korean TV Shows   Reality TV,TV-Y7,2015,Hidden Singer,TV Show
S6102,Brennan Mejia   Camille Hyde   Yoshi Sudarso   Michael Taber   James Davies   Claire Blackwelder,United States,2015-12-02,In the time of dinosaurs   the ancient and powerful Energems were lost on Earth   and now the evil bounty hunter Sledge has returned to find them.,Null,1 Season,Kids.. TV,TV-Y7,2015,Power Rangers Dino Charge,TV Show
S6103,Sanjay Keni   Priya Raina,India,2018-03-31,A hungry fox and three resourceful   surprisingly formidable birds turn the animal kingdom on its head in this lively animated series.,Dheeraj Berry,1 Season,Kids.. TV   TV Comedies,TV-Y7,2015,Th Eena Meena Deeka Chase Comedy Show,TV Show
S6104,Mike Liscio   Emily Bauer   Billy Bob Thompson   Alyson Leigh Rosenfeld   Michael Crouch,Japan   Canada,2018-05-01,Now that he..s discovered the Pendulum Summoning technique   Yuya..s dream of becoming the greatest .....dueltainer..... is in reach – but it won..t be easy!,Null,2 Seasons,Anime Series   Kids.. TV,TV-Y7,2015,Yu-Gi-Oh! Arc-V,TV Show
S6105,Sonja Ball   Holly Gauthier-Frankel   Thor Bishopric   Angela Galuppo,Germany   Australia,2015-07-15,Three high school friends who turn into mermaids whenever they touch water have undersea adventures while keeping their new life a secret.,Null,2 Seasons,Kids.. TV,TV-Y7,2015,H2O: Mermaid Adventures,TV Show
S6106,Luke Jurevicius   Craig Behenna   Charlotte Hamlyn   Stavroula Mountzouris   Aletheia Burney,Australia,Null,Imagine your worst fears   then multiply them: Figaro is a boy with any number of phobias and a highly quirky and imaginative way of dealing with them.,Null,2 Seasons,Kids.. TV   TV Comedies,TV-Y7,2015,The Adventures of Figaro Pho,TV Show
S6107,Mac Heywood   Robert Tinkler   Bryn McAuley   Kedar Brown   Julie Lemieux   Ted Dykstra   Mark Edwards   Joe Pingue,Canada   Australia,2015-06-30,A boy and his best friend – his newly detached butt – embark on wacky adventures in a world where humans and their butts live side by side.,Null,2 Seasons,Kids.. TV   TV Comedies,TV-Y7,2015,The Day My Butt Went Psycho!,TV Show
S6108,Sairaj   Devyani Dagaonkar   Ketan Singh   Mayur Vyas   Ketan Kava,Null,2018-06-07,With the mind of a human being   and the body of whichever animal he chooses to be   a young boy protects the world from danger.,Null,1 Season,Kids.. TV,TV-Y7,2016,YOM,TV Show
S6109,Sang-hyun Um   Jeong-hwa Yang   Tae-yeol Jeon   Yong-woo Shin   So-yeong Lee   Wan-kyung Sung   Soyeon   Jin-wook Hong   Yeong-wung Jeong,Null,2017-06-01,Four animal superheroes called the Miniforce transform into robots to protect small and defenseless creatures from the hands of scheming villains.,Null,1 Season,Kids.. TV   Korean TV Shows,TV-Y7,2016,Miniforce,TV Show
S6110,Sang-hyun Um   Tae-yeol Jeon   Yeong-wung Jeong   Hye-won Jeong   Yong-woo Shin   Jin-hong Bae   Do-hyeong Nam   Min-kyu Lee,Null,2017-06-01,Jino and his Watch Car   Bluewill   compete in the Battle League to become world champions. Meanwhile   a dark force threatens to destroy them all.,Null,1 Season,Kids.. TV   Korean TV Shows,TV-Y7,2016,Power Battle Watch Car,TV Show
S6111,Choi Da-in   Yang Se-na   Gim Chae-eun   Esther   Um Sang-hyun   Shin Yong-woo,South Korea,2019-07-01,An ordinary student   who forms an advice club with her friends to help others   gains special powers after a mysterious encounter.,Null,1 Season,Kids.. TV   Korean TV Shows,TV-Y7,2016,Flowering Heart,TV Show
S6112,Taylor Abrahamse   Colin Doyle   Juan Chioran   Kathleen Laskey   Stacey DePass   Mike Kiss,Canada,2017-04-22,Magically transported from far-off Skullbania   a young barbarian teams up with an odd third-grader to protect his homeland from an evil sorcerer.,Null,1 Season,Kids.. TV   TV Comedies,TV-Y7,2016,Fangbone,TV Show
S6113,Laura Bailey   Kate Higgins   Alex Cazares   Colleen O..Shaughnessey   Danielle Nicole   Debi Derryberry   Mary Elizabeth McGlynn   Patrick Seitz   Keith Silverstein,Japan,2016-08-26,Five preteen girls learn they..re a legendary superhero squad known as the Glitter Force. Their mission? To defend Earth from evil fairy-tale villains.,Null,2 Seasons,Anime Series   Kids.. TV,TV-Y7,2016,Glitter Force,TV Show
S6114,Alexander Armstrong   Kevin Eldon   Stephen Fry   Ed Gaughan   Shauna Macdonald   Dave Lamb   Morwenna Banks,United Kingdom,2016-11-09,The world..s greatest super-spy returns to save the world with the help of hapless hamster Penfold and a collection of state-of-the-art gadgetry.,Null,2 Seasons,British TV Shows   Kids.. TV,TV-Y7,2016,Danger Mouse,TV Show
S6115,Erica Mendez   Marianne Miller   Rachelle Heger   Millie O..Conner   Alexa Kahn   Doug Stone   Chris Smith   Bryce Papenbrook   Heather Downey   Chris Hackney   Ben Pronsky,Denmark,2016-06-10,Five best friends face adventures side by side in their hometown. Zany antics   love and missteps are better with friends!,Null,2 Seasons,Kids.. TV,TV-Y7,2016,LEGO Friends: The Power of Friendship,TV Show
S6116,Kim Min-hee   Park Yoon-hee   Sun Sung-wook,Null,2019-12-01,A broken spaceship strands four very tiny aliens on Earth   where they discover an adventure (and strange dangers!) that they never expected.,Null,2 Seasons,Kids.. TV   Korean TV Shows   TV Comedies,TV-Y7,2016,Space Jungle,TV Show
S6117,Jonquil Goode   Karen Strassman   Audu Paden   Julie Maddalena   Marieve Herington   Rena Strober   Evan Smith   Wendee Lee   Haviland Stillwell   Valerie Arem   Cam Clarke   Colleen Foy   Cindy Robinson   Joe Sanfelippo   Jamieson Price   Debi Derryberry   Lindsey Ames   Rajo Zakic   Erin Fitzgerald   Malcolm Danare,Canada,2016-08-05,The kids of fairy-tale characters attend a school with two cliques: those who accept their fairy-tale destinies and those who want to write their own.,Null,5 Seasons,Kids.. TV,TV-Y7,2016,Ever After High,TV Show
S6118,Marina Inoue   Ryoko Shiraishi   Takuma Terashima   Junko Takeuchi   Fumihiro Okabayashi   Yu Kobayashi   Ayahi Takagaki,Null,2018-11-15,Scouted by a famous Spanish club   Valt Aoi heads to Spain. With their sights on the World League   he and his teammates face the European League first.,Null,1 Season,Anime Series   Kids.. TV,TV-Y7,2017,Beyblade Burst Evolution,TV Show
S6119,Freddie Fox   Kathryn Drysdale   Rasmus Hardiker   Joanna Ruiz   Ryan Sampson   Kelly Marie Stewart,United Kingdom,2019-05-15,Fearless Dennis   his loyal dog Gnasher and best friends Rubi   JJ and Pieface quench their thirst for adventure by wreaking havoc all over Beanotown.,Null,1 Season,British TV Shows   Kids.. TV   TV Comedies,TV-Y7,2017,Dennis and Gnasher Unleashed,TV Show
S6120,Null,Null,2018-03-31,A clever uncle-nephew duo solves mysteries   crimes and other problems for the citizens of a colorful town where something zany is always going down.,Null,1 Season,Kids.. TV,TV-Y7,2017,Bure Kaam Bura Natija   Kyun Bhai Chacha Haan Bhatija,TV Show
S6121,Agniya Kuznetsova   Alexandra Ursulyak   Dmitriy Nazarov   Diomid Vinogradov   Elena Shulman   Kseniya Kutepova,Null,2018-08-20,Spunky leopard cub Leo and his loyal tiger pal Tig team up for fun and adventure as they explore the forest and learn about ancient legends.,Null,1 Season,Kids.. TV,TV-Y7,2017,Leo & Tig,TV Show
S6122,Null,Null,2019-04-01,In a magical wonderland   merry children and their furry friends explore their unique hobbies while making eye-opening discoveries through adventures.,Null,1 Season,Kids.. TV,TV-Y7,2017,JingleKids,TV Show
S6123,Null,Malaysia,2017-11-15,On the island of Rocky Perch   security company owner Chuck Adoodledoo and his friends provide kung fu-style protection for their fellow bird citizens.,Null,1 Season,Kids.. TV,TV-Y7,2017,Chuck Chicken,TV Show
S6124,Steven Tan   Iain McNally   Chi-Ren Choong   Kevin Adrian Barnaby   Tikriti Shabudin   Sherilyn Pang Li Ching   Azman Zulkiply,Malaysia,2019-04-05,In this animated action series   a rookie driver seeks glory in a world-class auto race   but he’ll need more than just his talent behind the wheel.,Null,1 Season,Kids.. TV,TV-Y7,2017,Rimba Racer,TV Show
S6125,Benny Emmanuel   Mayté Cordeiro   Andrés Couturier   Ricardo O..Farrill   Alondra Hidalgo   Alejandro Villeli   Sofía Niño de Rivera   Johnny Rose   Annemarie Blanco   Oscar Cheda   Paul Tei   Cydney J. Fam   Lisa Grossman,Mexico,2017-02-24,When an evil force threatens his village   a gifted teen who can talk to ghosts puts his skills to good use   one legend at a time.,Null,1 Season,Kids.. TV,TV-Y7,2017,Legend Quest,TV Show
S6126,Samantha Moon   Nancy Kim   Jacqueline Youn   Mike Yantzi   Anna Paik   Matt Anipen   Josh Schwartzentruber,Null,2019-07-01,Woody sets out to become the Stone Age..s best animal trainer with a little help from his faithful pet dinosaur   Moga.,Null,1 Season,Kids.. TV   Korean TV Shows,TV-Y7,2017,Stone Age,TV Show
S6127,Bryn McAuley   Evany Rosen   Gage Munroe   Joseph Motiki   Dan Chameroy   David Berni   John McGrath,Null,2018-06-26,With her dad away   Mavis is so ready for adventure – if strict Aunt Lydia doesn..t stop her first. Set four years before the .....Hotel Transylvania..... film.,Null,1 Season,Kids.. TV   TV Comedies,TV-Y7,2017,Hotel Transylvania,TV Show
S6128,Null,Null,2018-11-20,A trio of sky-dwelling ghosts must travel to Earth to teach sinning humans a lesson   but they somehow manage to botch each well-intentioned mission.,Null,1 Season,Kids.. TV   TV Comedies,TV-Y7,2017,Paap-O-Meter,TV Show
S6129,Don Michael Paul   Tony Sampson   Sam Vincent   Matt Hill   Greg Eagles   Peter Kelamis   Tara Strong   Rick Jones,France,2017-12-01,Wimpy blue cat Oggy would like nothing more than to snooze   but he..s constantly bothered by the three ugly cockroaches who have invaded his home.,Olivier Jean-Marie,1 Season,Kids.. TV   TV Comedies,TV-Y7,2017,Oggy and the Cockroaches,TV Show
S6130,Pierre-Alain de Garrigues   Josselin Charier,France,2019-07-15,Strong   whip-smart Grizzy rules a Canadian forest   where he has his paws full with a family of frolicsome lemmings.,Null,1 Season,Kids.. TV   TV Comedies,TV-Y7,2017,Grizzy et les Lemmings,TV Show
S6131,Emanuela Rei   Giorgia Boni   Sergio Ruggeri   Luca Murphy   Federica Corti   Federico Pedroni   Tiffany Zhou   Sergio Melone,Italy,2019-03-31,Originally polar opposites   an American fashion student and the daughter of an industry mogul form an everlasting bond and start a rock band in Milan.,Iginio Straffi,1 Season,Kids.. TV   TV Comedies,TV-Y7,2017,Maggie & Bianca: Fashion Friends,TV Show
S6132,Mark Edwards   Katie Griffin   Seán Cullen   David Berni   Clé Bennett   Patrick McKenna,United States   Canada,2018-11-30,Teenager Flint Lockwood has a knack for invention. With help from his pal Sam Sparks   he might even change the world – if he doesn..t break it first.,Null,1 Season,Kids.. TV   TV Comedies,TV-Y7,2017,Cloudy with a Chance of Meatballs,TV Show
S6133,Megumi Han   Fumiko Orikasa   Michiyo Murase   Yoko Hikasa   Arisa Shida   Rie Murakawa   Reina Ueda   Ryosuke Kanemoto   Junko Takeuchi   Noriko Hidaka,Japan,2017-06-30,Akko enrolls at the Luna Nova Witchcraft Academy. She..s not the best student   but her bright attitude is the key to her and her friends.. success.,Null,2 Seasons,Anime Series   International TV Shows,TV-Y7,2017,Little Witch Academia,TV Show
S6134,Debi Derryberry   Cassandra Morris   Melissa Fahn   Stephanie Sheh   Erica Lindbeck   Kate Higgins   Cherami Leigh   Tara Sands   Bryce Papenbrook   Erica Mendez   Ray Chase   Carrie Keranen   Ben Diskin   Grant George   Kirk Thornton,Japan,2017-11-10,Four girls summon their inner superheroes to defend Earth and the magical kingdom of Splendorius from King Mercenare and his minions.,Go Koga,2 Seasons,Anime Series   Kids.. TV,TV-Y7,2017,Glitter Force Doki Doki,TV Show
